CUSTKEY,CUSTNAME,CUSTPHONE,SEGMENT,NATIONKEY_CUS,NATION_CUS,NATIONCOMMENT_CUS,ORDERDATE,SUPPKEY,SUPPNAME,SUPPADDRESS,NATIONKEY_SUPP,NATION_SUPP,NATIONCOMMENT_SUPP,QUANTITY,DISCOUNT
139,Customer#000000139,19-140-352-1403,MACHINERY,9,INDONESIA, slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull,02/12/1994,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,15,0.02
61,Customer#000000061,27-626-559-8599,FURNITURE,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,08/10/1992,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",4,0.02
61,Customer#000000061,27-626-559-8599,FURNITURE,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,08/10/1992,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",4,0.02
23,Customer#000000023,13-312-472-8245,HOUSEHOLD,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",17/05/1997,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",18,0.08
23,Customer#000000023,13-312-472-8245,HOUSEHOLD,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",17/05/1997,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",18,0.08
23,Customer#000000023,13-312-472-8245,HOUSEHOLD,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",17/05/1997,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",18,0.08
89,Customer#000000089,24-394-451-5404,FURNITURE,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",09/03/1997,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,2,0.03
34,Customer#000000034,25-344-968-5422,HOUSEHOLD,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,07/11/1996,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,38,0.08
34,Customer#000000034,25-344-968-5422,HOUSEHOLD,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,07/11/1996,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,38,0.08
34,Customer#000000034,25-344-968-5422,HOUSEHOLD,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,07/11/1996,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,38,0.08
137,Customer#000000137,26-777-409-5654,HOUSEHOLD,16,MOZAMBIQUE,"s. ironic, unusual asymptotes wake blithely r",30/06/1992,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,60,0.075
137,Customer#000000137,26-777-409-5654,HOUSEHOLD,16,MOZAMBIQUE,"s. ironic, unusual asymptotes wake blithely r",30/06/1992,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,60,0.075
139,Customer#000000139,19-140-352-1403,MACHINERY,9,INDONESIA, slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull,04/07/1998,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,y final packages. slow foxes cajole quickly. quickly silent platelets breach ironic accounts. unusual pinto be,22,0
50,Customer#000000050,16-658-112-3221,MACHINERY,6,FRANCE,"refully final requests. regular, ironi",17/11/1994,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,50,0.04
50,Customer#000000050,16-658-112-3221,MACHINERY,6,FRANCE,"refully final requests. regular, ironi",17/11/1994,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,50,0.04
40,Customer#000000040,13-652-915-8939,BUILDING,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",17/02/1997,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,11,0.08
40,Customer#000000040,13-652-915-8939,BUILDING,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",17/02/1997,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,11,0.08
40,Customer#000000040,13-652-915-8939,BUILDING,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",17/02/1997,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,11,0.08
19,Customer#000000019,28-396-526-5053,HOUSEHOLD,18,CHINA,c dependencies. furiously express notornis sleep slyly regular accounts. ideas sleep. depos,12/09/1996,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,27,0.06
19,Customer#000000019,28-396-526-5053,HOUSEHOLD,18,CHINA,c dependencies. furiously express notornis sleep slyly regular accounts. ideas sleep. depos,12/09/1996,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,26,0.01
146,Customer#000000146,13-835-723-3223,FURNITURE,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",25/10/1994,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,3,0.09
53,Customer#000000053,25-168-852-5363,HOUSEHOLD,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,07/08/1997,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,9,0.01
53,Customer#000000053,25-168-852-5363,HOUSEHOLD,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,07/08/1997,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,9,0.01
53,Customer#000000053,25-168-852-5363,HOUSEHOLD,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,07/08/1997,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,9,0.01
76,Customer#000000076,10-349-718-3044,FURNITURE,0,ALGERIA, haggle. carefully final deposits detect slyly agai,02/03/1997,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,69,0.05
58,Customer#000000058,23-244-493-2508,HOUSEHOLD,13,JORDAN,ic deposits are blithely about the carefully regular pa,26/09/1994,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,80,0.066666667
58,Customer#000000058,23-244-493-2508,HOUSEHOLD,13,JORDAN,ic deposits are blithely about the carefully regular pa,26/09/1994,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,80,0.066666667
122,Customer#000000122,13-702-694-4520,HOUSEHOLD,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",23/12/1995,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,11,0.1
124,Customer#000000124,28-183-750-7809,AUTOMOBILE,18,CHINA,c dependencies. furiously express notornis sleep slyly regular accounts. ideas sleep. depos,08/02/1996,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,2,0.08
124,Customer#000000124,28-183-750-7809,AUTOMOBILE,18,CHINA,c dependencies. furiously express notornis sleep slyly regular accounts. ideas sleep. depos,08/02/1996,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,y final packages. slow foxes cajole quickly. quickly silent platelets breach ironic accounts. unusual pinto be,21,0.03
5,Customer#000000005,13-750-942-6364,HOUSEHOLD,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",08/04/1992,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,10,0.1
127,Customer#000000127,31-101-672-2951,MACHINERY,21,VIETNAM,"hely enticingly express accounts. even, final ",07/07/1992,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,39,0.09
127,Customer#000000127,31-101-672-2951,MACHINERY,21,VIETNAM,"hely enticingly express accounts. even, final ",07/07/1992,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,39,0.09
97,Customer#000000097,27-588-919-5638,AUTOMOBILE,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,31/03/1993,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,46,0.06
94,Customer#000000094,19-953-499-8833,HOUSEHOLD,9,INDONESIA, slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull,17/01/1998,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,26,0.055
28,Customer#000000028,18-774-241-1462,FURNITURE,8,INDIA,ss excuses cajole slyly across the packages. deposits print aroun,14/05/1994,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",16,0.09
28,Customer#000000028,18-774-241-1462,FURNITURE,8,INDIA,ss excuses cajole slyly across the packages. deposits print aroun,14/05/1994,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,y final packages. slow foxes cajole quickly. quickly silent platelets breach ironic accounts. unusual pinto be,2,0.04
14,Customer#000000014,11-845-129-3851,FURNITURE,1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,01/09/1995,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,4,0.1
79,Customer#000000079,25-147-850-4166,MACHINERY,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,02/05/1998,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",98,0.043333333
82,Customer#000000082,28-159-442-5305,AUTOMOBILE,18,CHINA,c dependencies. furiously express notornis sleep slyly regular accounts. ideas sleep. depos,15/11/1993,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,10,0.05
82,Customer#000000082,28-159-442-5305,AUTOMOBILE,18,CHINA,c dependencies. furiously express notornis sleep slyly regular accounts. ideas sleep. depos,15/11/1993,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,10,0.05
26,Customer#000000026,32-363-455-4837,AUTOMOBILE,22,RUSSIA, requests against the platelets use never according to the quickly regular pint,18/06/1993,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,50,0.075
26,Customer#000000026,32-363-455-4837,AUTOMOBILE,22,RUSSIA, requests against the platelets use never according to the quickly regular pint,18/06/1993,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,50,0.075
26,Customer#000000026,32-363-455-4837,AUTOMOBILE,22,RUSSIA, requests against the platelets use never according to the quickly regular pint,18/06/1993,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,50,0.075
26,Customer#000000026,32-363-455-4837,AUTOMOBILE,22,RUSSIA, requests against the platelets use never according to the quickly regular pint,18/06/1993,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,44,0.05
26,Customer#000000026,32-363-455-4837,AUTOMOBILE,22,RUSSIA, requests against the platelets use never according to the quickly regular pint,18/06/1993,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,44,0.05
26,Customer#000000026,32-363-455-4837,AUTOMOBILE,22,RUSSIA, requests against the platelets use never according to the quickly regular pint,18/06/1993,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,44,0.05
61,Customer#000000061,27-626-559-8599,FURNITURE,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,20/09/1993,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",10,0.1
61,Customer#000000061,27-626-559-8599,FURNITURE,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,20/09/1993,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",10,0.1
70,Customer#000000070,32-828-107-2832,FURNITURE,22,RUSSIA, requests against the platelets use never according to the quickly regular pint,25/10/1995,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,67,0.05
140,Customer#000000140,14-273-885-6505,MACHINERY,4,EGYPT,y above the carefully unusual theodolites. final dugouts are quickly across the furiously regular d,17/03/1992,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",27,0.09
140,Customer#000000140,14-273-885-6505,MACHINERY,4,EGYPT,y above the carefully unusual theodolites. final dugouts are quickly across the furiously regular d,17/03/1992,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,32,0.06
112,Customer#000000112,29-233-262-8382,FURNITURE,19,ROMANIA,ular asymptotes are about the furious multipliers. express dependencies nag above the ironically ironic account,07/08/1997,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,31,0.09
