CUSTKEY,CUSTNAME,CUSTADDRESS,SEGMENT,SUPPKEY,SUPPNAME,SUPPADDRESS,NATIONKEY,NATION,REGIONKEY,REGION,PARTKEY,PARTNAME,BRAND,MANUFACTURE,TYPE,QUANTITY,EXTENDEDPRICE,TAX
76,Customer#000000076,"m3sbCvjMOHyaOofH,e UkGPtqc4",FURNITURE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,183,ivory white burnished papaya cornflower,Brand#52,Manufacturer#5,PROMO POLISHED STEEL,6,6499.08,0.05
40,Customer#000000040,gOnGWAyhSV1ofv,BUILDING,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,96,chocolate light firebrick rose indian,Brand#53,Manufacturer#5,STANDARD BRUSHED STEEL,9,8964.81,0.06
76,Customer#000000076,"m3sbCvjMOHyaOofH,e UkGPtqc4",FURNITURE,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,109,lemon black indian cornflower pale,Brand#33,Manufacturer#3,ECONOMY POLISHED TIN,18,18163.8,0.08
134,Customer#000000134,sUiZ78QCkTQPICKpA9OBzkUp2FM,BUILDING,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,169,bisque misty sky cornflower peach,Brand#55,Manufacturer#5,STANDARD POLISHED BRASS,18,19244.88,0.07
46,Customer#000000046,eaTXWWm10L9,AUTOMOBILE,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,59,misty brown medium mint salmon,Brand#53,Manufacturer#5,MEDIUM POLISHED TIN,36,34525.8,0.08
67,Customer#000000067,rfG0cOgtr5W8 xILkwp9fpCS8,MACHINERY,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,145,navajo lavender chocolate deep hot,Brand#53,Manufacturer#5,PROMO BRUSHED COPPER,41,42850.74,0
67,Customer#000000067,rfG0cOgtr5W8 xILkwp9fpCS8,MACHINERY,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,176,pink drab ivory papaya grey,Brand#24,Manufacturer#2,SMALL ANODIZED STEEL,48,51656.16,0.07
44,Customer#000000044,"Oi,dOSPwDu4jo4x,,P85E0dmhZGvNtBwi",AUTOMOBILE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,167,almond floral grey dim sky,Brand#32,Manufacturer#3,LARGE ANODIZED STEEL,52,27746.16,0.07
58,Customer#000000058,g9ap7Dk1Sv9fcXEWjpMYpBZIRUohi T,HOUSEHOLD,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,157,navajo linen coral brown forest,Brand#11,Manufacturer#1,ECONOMY ANODIZED STEEL,1,1057.15,0.03
10,Customer#000000010,6LrEaV6KR6PLVcgl2ArL Q3rqzLzcT1 v2,HOUSEHOLD,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,65,slate drab medium puff gainsboro,Brand#53,Manufacturer#5,MEDIUM BRUSHED COPPER,45,43427.7,0.06
106,Customer#000000106,xGCOEAUjUNG,MACHINERY,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,57,purple blue light sienna deep,Brand#32,Manufacturer#3,MEDIUM BURNISHED BRASS,21,20098.05,0.06
40,Customer#000000040,gOnGWAyhSV1ofv,BUILDING,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,181,antique plum smoke pink dodger,Brand#24,Manufacturer#2,MEDIUM PLATED STEEL,17,18380.06,0.03
49,Customer#000000049,"cNgAeX7Fqrdf7HQN9EwjUa4nxT,68L FKAxzl",FURNITURE,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,97,coral dodger beige black chartreuse,Brand#33,Manufacturer#3,MEDIUM POLISHED BRASS,1,997.09,0.06
49,Customer#000000049,"cNgAeX7Fqrdf7HQN9EwjUa4nxT,68L FKAxzl",FURNITURE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,30,cream misty steel spring medium,Brand#42,Manufacturer#4,PROMO ANODIZED TIN,35,32551.05,0.04
65,Customer#000000065,"RGT yzQ0y4l0H90P783LG4U95bXQFDRXbWa1sl,X",AUTOMOBILE,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,12,cornflower wheat orange maroon ghost,Brand#33,Manufacturer#3,MEDIUM ANODIZED STEEL,37,33744.37,0.02
91,Customer#000000091,S8OMYFrpHwoNHaGBeuS6E 6zhHGZiprw1b7 q,AUTOMOBILE,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,157,navajo linen coral brown forest,Brand#11,Manufacturer#1,ECONOMY ANODIZED STEEL,36,38057.4,0.08
139,Customer#000000139,3ElvBwudHKL02732YexGVFVt ,MACHINERY,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,94,blanched pink frosted mint snow,Brand#35,Manufacturer#3,STANDARD POLISHED BRASS,7,6958.63,0.02
149,Customer#000000149,3byTHCp2mNLPigUrrq,AUTOMOBILE,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,176,pink drab ivory papaya grey,Brand#24,Manufacturer#2,SMALL ANODIZED STEEL,10,10761.7,0
91,Customer#000000091,S8OMYFrpHwoNHaGBeuS6E 6zhHGZiprw1b7 q,AUTOMOBILE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,93,pale yellow cornsilk dodger moccasin,Brand#24,Manufacturer#2,LARGE ANODIZED TIN,8,7944.72,0.04
49,Customer#000000049,"cNgAeX7Fqrdf7HQN9EwjUa4nxT,68L FKAxzl",FURNITURE,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,198,orange cornflower indian aquamarine white,Brand#41,Manufacturer#4,PROMO BRUSHED NICKEL,40,43927.6,0.08
31,Customer#000000031,LUACbO0viaAv6eXOAebryDB xjVst,HOUSEHOLD,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,28,navajo yellow drab white misty,Brand#44,Manufacturer#4,SMALL PLATED COPPER,20,18560.4,0.03
7,Customer#000000007,TcGe5gaZNgVePxU5kRrvXBfkasDTea,AUTOMOBILE,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,131,tomato moccasin cyan brown goldenrod,Brand#52,Manufacturer#5,STANDARD ANODIZED BRASS,2,2062.26,0.06
149,Customer#000000149,3byTHCp2mNLPigUrrq,AUTOMOBILE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,192,thistle puff pink cream orange,Brand#34,Manufacturer#3,STANDARD BRUSHED COPPER,36,39318.84,0.08
4,Customer#000000004,XxVSJsLAGtn,MACHINERY,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,139,floral steel burlywood navy cream,Brand#32,Manufacturer#3,MEDIUM BRUSHED STEEL,53,27536.945,0.055
25,Customer#000000025,Hp8GyFQgGHFYSilH5tBfe,FURNITURE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,109,lemon black indian cornflower pale,Brand#33,Manufacturer#3,ECONOMY POLISHED TIN,42,42382.2,0.01
49,Customer#000000049,"cNgAeX7Fqrdf7HQN9EwjUa4nxT,68L FKAxzl",FURNITURE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,191,mint midnight puff forest peach,Brand#31,Manufacturer#3,MEDIUM POLISHED BRASS,31,33826.89,0.04
52,Customer#000000052,7 QOqGqqSy9jfV51BC71jcHJSD0,HOUSEHOLD,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,113,almond seashell azure blanched light,Brand#31,Manufacturer#3,PROMO POLISHED TIN,20,20262.2,0.06
46,Customer#000000046,eaTXWWm10L9,AUTOMOBILE,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,81,misty sandy cornsilk dodger blush,Brand#53,Manufacturer#5,ECONOMY BRUSHED TIN,3,2943.24,0
74,Customer#000000074,"IkJHCA3ZThF7qL7VKcrU nRLl,kylf ",MACHINERY,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,123,deep dim peach light beige,Brand#12,Manufacturer#1,SMALL BURNISHED TIN,13,13300.56,0.02
74,Customer#000000074,"IkJHCA3ZThF7qL7VKcrU nRLl,kylf ",MACHINERY,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,124,wheat blush forest metallic navajo,Brand#32,Manufacturer#3,PROMO ANODIZED STEEL,7,7168.84,0.05
149,Customer#000000149,3byTHCp2mNLPigUrrq,AUTOMOBILE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,43,medium lace midnight royal chartreuse,Brand#44,Manufacturer#4,PROMO POLISHED STEEL,43,40550.72,0.07
34,Customer#000000034,"Q6G9wZ6dnczmtOx509xgE,M2KV",HOUSEHOLD,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,95,dodger beige wheat orchid navy,Brand#33,Manufacturer#3,LARGE BRUSHED TIN,14,13931.26,0.01
116,Customer#000000116,"yCuVxIgsZ3,qyK2rloThy3u",BUILDING,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,191,mint midnight puff forest peach,Brand#31,Manufacturer#3,MEDIUM POLISHED BRASS,1,1091.19,0.03
34,Customer#000000034,"Q6G9wZ6dnczmtOx509xgE,M2KV",HOUSEHOLD,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,36,chiffon tan forest moccasin dark,Brand#25,Manufacturer#2,SMALL BURNISHED COPPER,45,42121.35,0
145,Customer#000000145,kQjHmt2kcec cy3hfMh969u,HOUSEHOLD,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,21,lemon floral azure frosted lime,Brand#33,Manufacturer#3,SMALL BURNISHED TIN,15,13815.3,0.06
92,Customer#000000092,"obP PULk2LH LqNF,K9hcbNqnLAkJVsl5xqSrY,",MACHINERY,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,43,medium lace midnight royal chartreuse,Brand#44,Manufacturer#4,PROMO POLISHED STEEL,45,42436.8,0.08
148,Customer#000000148,BhSPlEWGvIJyT9swk vCWE,HOUSEHOLD,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,103,navy sky spring orchid forest,Brand#25,Manufacturer#2,MEDIUM PLATED BRASS,38,38117.8,0.08
140,Customer#000000140,"XRqEPiKgcETII,iOLDZp5jA",MACHINERY,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,51,lime frosted indian dodger linen,Brand#45,Manufacturer#4,ECONOMY BURNISHED NICKEL,23,21874.15,0.05
35,Customer#000000035,TEjWGE4nBzJL2,HOUSEHOLD,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,13,ghost olive orange rosy thistle,Brand#55,Manufacturer#5,MEDIUM BURNISHED NICKEL,13,11869.13,0.05
8,Customer#000000008,"I0B10bB0AymmC, 0PrRYBCP1yGJ8xcBPmWhl5",BUILDING,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,120,pink powder mint moccasin navajo,Brand#14,Manufacturer#1,SMALL ANODIZED NICKEL,15,15301.8,0.08
148,Customer#000000148,BhSPlEWGvIJyT9swk vCWE,HOUSEHOLD,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,195,bisque sienna hot goldenrod khaki,Brand#41,Manufacturer#4,STANDARD BRUSHED NICKEL,35,38331.65,0.08
148,Customer#000000148,BhSPlEWGvIJyT9swk vCWE,HOUSEHOLD,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,94,blanched pink frosted mint snow,Brand#35,Manufacturer#3,STANDARD POLISHED BRASS,2,1988.18,0
67,Customer#000000067,rfG0cOgtr5W8 xILkwp9fpCS8,MACHINERY,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,139,floral steel burlywood navy cream,Brand#32,Manufacturer#3,MEDIUM BRUSHED STEEL,39,40526.07,0
44,Customer#000000044,"Oi,dOSPwDu4jo4x,,P85E0dmhZGvNtBwi",AUTOMOBILE,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,43,medium lace midnight royal chartreuse,Brand#44,Manufacturer#4,PROMO POLISHED STEEL,26,24519.04,0.05
4,Customer#000000004,XxVSJsLAGtn,MACHINERY,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,10,linen pink saddle puff powder,Brand#54,Manufacturer#5,LARGE BURNISHED STEEL,48,43680.48,0.05
4,Customer#000000004,XxVSJsLAGtn,MACHINERY,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,109,lemon black indian cornflower pale,Brand#33,Manufacturer#3,ECONOMY POLISHED TIN,43,43391.3,0.01
100,Customer#000000100,fptUABXcmkC5Wx,FURNITURE,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,140,aquamarine lavender maroon slate hot,Brand#53,Manufacturer#5,STANDARD PLATED STEEL,7,7280.98,0.01
109,Customer#000000109,OOOkYBgCMzgMQXUmkocoLb56rfrdWp2NE2c,BUILDING,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,66,cornflower pale almond lemon linen,Brand#35,Manufacturer#3,PROMO ANODIZED NICKEL,11,10626.66,0
109,Customer#000000109,OOOkYBgCMzgMQXUmkocoLb56rfrdWp2NE2c,BUILDING,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,66,cornflower pale almond lemon linen,Brand#35,Manufacturer#3,PROMO ANODIZED NICKEL,22,21253.32,0.06
94,Customer#000000094,IfVNIN9KtkScJ9dUjK3Pg5gY1aFeaXewwf,HOUSEHOLD,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,136,cornsilk maroon blanched thistle rosy,Brand#22,Manufacturer#2,SMALL PLATED STEEL,15,15541.95,0
91,Customer#000000091,S8OMYFrpHwoNHaGBeuS6E 6zhHGZiprw1b7 q,AUTOMOBILE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,93,pale yellow cornsilk dodger moccasin,Brand#24,Manufacturer#2,LARGE ANODIZED TIN,36,35751.24,0.01
79,Customer#000000079,"n5hH2ftkVRwW8idtD,BmM2",MACHINERY,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,160,frosted cornflower khaki salmon metallic,Brand#55,Manufacturer#5,STANDARD POLISHED COPPER,18,19082.88,0.03
94,Customer#000000094,IfVNIN9KtkScJ9dUjK3Pg5gY1aFeaXewwf,HOUSEHOLD,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,139,floral steel burlywood navy cream,Brand#32,Manufacturer#3,MEDIUM BRUSHED STEEL,14,14547.82,0.05
145,Customer#000000145,kQjHmt2kcec cy3hfMh969u,HOUSEHOLD,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,177,indian turquoise purple green spring,Brand#21,Manufacturer#2,MEDIUM BRUSHED STEEL,19,20466.23,0.07
95,Customer#000000095,"EU0xvmWvOmUUn5J,2z85DQyG7QCJ9Xq7",MACHINERY,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,54,blanched mint yellow papaya cyan,Brand#21,Manufacturer#2,LARGE BURNISHED COPPER,23,21943.15,0.05
89,Customer#000000089,"dtR, y9JQWUO6FoJExyp8whOU",FURNITURE,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,189,dodger moccasin lemon purple thistle,Brand#22,Manufacturer#2,MEDIUM BRUSHED BRASS,15,16337.7,0.03
43,Customer#000000043,ouSbjHk8lh5fKX3zGso3ZSIj9Aa3PoaFd,MACHINERY,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,39,rose medium floral salmon powder,Brand#53,Manufacturer#5,SMALL POLISHED TIN,19,17841.57,0
104,Customer#000000104,9mcCK L7rt0SwiYtrbO88DiZS7U d7M,FURNITURE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,84,salmon floral cream rose dark,Brand#45,Manufacturer#4,SMALL ANODIZED NICKEL,24,23617.92,0
112,Customer#000000112,RcfgG3bO7QeCnfjqJT1,FURNITURE,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,106,cornsilk bisque seashell lemon frosted,Brand#31,Manufacturer#3,MEDIUM PLATED BRASS,12,12073.2,0.08
25,Customer#000000025,Hp8GyFQgGHFYSilH5tBfe,FURNITURE,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,165,white dim cornflower sky seashell,Brand#15,Manufacturer#1,STANDARD PLATED STEEL,15,15977.4,0.05
76,Customer#000000076,"m3sbCvjMOHyaOofH,e UkGPtqc4",FURNITURE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,139,floral steel burlywood navy cream,Brand#32,Manufacturer#3,MEDIUM BRUSHED STEEL,29,30134.77,0.07
131,Customer#000000131,"jyN6lAjb1FtH10rMC,XzlWyCBrg75",HOUSEHOLD,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,46,honeydew turquoise aquamarine spring tan,Brand#11,Manufacturer#1,STANDARD POLISHED TIN,31,29327.24,0.05
10,Customer#000000010,6LrEaV6KR6PLVcgl2ArL Q3rqzLzcT1 v2,HOUSEHOLD,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,50,linen blanched tomato slate medium,Brand#33,Manufacturer#3,LARGE ANODIZED TIN,17,16150.85,0.06
62,Customer#000000062,"upJK2Dnw13,",MACHINERY,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,167,almond floral grey dim sky,Brand#32,Manufacturer#3,LARGE ANODIZED STEEL,28,29880.48,0.03
86,Customer#000000086,US6EGGHXbTTXPL9SBsxQJsuvy,HOUSEHOLD,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,148,yellow white ghost lavender salmon,Brand#31,Manufacturer#3,STANDARD PLATED STEEL,19,19914.66,0.07
44,Customer#000000044,"Oi,dOSPwDu4jo4x,,P85E0dmhZGvNtBwi",AUTOMOBILE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,148,yellow white ghost lavender salmon,Brand#31,Manufacturer#3,STANDARD PLATED STEEL,9,9433.26,0.07
44,Customer#000000044,"Oi,dOSPwDu4jo4x,,P85E0dmhZGvNtBwi",AUTOMOBILE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,86,green blanched firebrick dim cream,Brand#44,Manufacturer#4,STANDARD PLATED TIN,20,19721.6,0.04
50,Customer#000000050,9SzDYlkzxByyJ1QeTI o,MACHINERY,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,30,cream misty steel spring medium,Brand#42,Manufacturer#4,PROMO ANODIZED TIN,17,15810.51,0.02
31,Customer#000000031,LUACbO0viaAv6eXOAebryDB xjVst,HOUSEHOLD,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,157,navajo linen coral brown forest,Brand#11,Manufacturer#1,ECONOMY ANODIZED STEEL,38,40171.7,0.03
34,Customer#000000034,"Q6G9wZ6dnczmtOx509xgE,M2KV",HOUSEHOLD,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,124,wheat blush forest metallic navajo,Brand#32,Manufacturer#3,PROMO ANODIZED STEEL,20,20482.4,0.03
31,Customer#000000031,LUACbO0viaAv6eXOAebryDB xjVst,HOUSEHOLD,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,3,spring green yellow purple cornsilk,Brand#42,Manufacturer#4,STANDARD POLISHED BRASS,17,15351,0.01
55,Customer#000000055,zIRBR4KNEl HzaiV3a i9n6elrxzDEh8r8pDom,MACHINERY,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,152,white sky antique tomato chartreuse,Brand#53,Manufacturer#5,MEDIUM POLISHED STEEL,19,19990.85,0.07
55,Customer#000000055,zIRBR4KNEl HzaiV3a i9n6elrxzDEh8r8pDom,MACHINERY,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,193,turquoise lime royal metallic azure,Brand#45,Manufacturer#4,ECONOMY BURNISHED BRASS,27,29516.13,0.03
73,Customer#000000073,8IhIxreu4Ug6tt5mog4,BUILDING,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,177,indian turquoise purple green spring,Brand#21,Manufacturer#2,MEDIUM BRUSHED STEEL,23,24774.91,0.05
65,Customer#000000065,"RGT yzQ0y4l0H90P783LG4U95bXQFDRXbWa1sl,X",AUTOMOBILE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,138,dark aquamarine tomato medium puff,Brand#13,Manufacturer#1,ECONOMY BURNISHED COPPER,9,9343.17,0.02
82,Customer#000000082,"zhG3EZbap4c992Gj3bK,3Ne,Xn",AUTOMOBILE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,123,deep dim peach light beige,Brand#12,Manufacturer#1,SMALL BURNISHED TIN,15,15346.8,0.08
113,Customer#000000113,"eaOl5UBXIvdY57rglaIzqvfPD,MYfK",BUILDING,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,53,bisque rose cornsilk seashell purple,Brand#23,Manufacturer#2,ECONOMY BURNISHED NICKEL,22,20967.1,0.01
95,Customer#000000095,"EU0xvmWvOmUUn5J,2z85DQyG7QCJ9Xq7",MACHINERY,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,172,medium goldenrod linen sky coral,Brand#53,Manufacturer#5,PROMO PLATED NICKEL,12,12866.04,0.07
43,Customer#000000043,ouSbjHk8lh5fKX3zGso3ZSIj9Aa3PoaFd,MACHINERY,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,171,beige violet black magenta chartreuse,Brand#11,Manufacturer#1,STANDARD BURNISHED COPPER,27,28921.59,0.08
76,Customer#000000076,"m3sbCvjMOHyaOofH,e UkGPtqc4",FURNITURE,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,143,bisque dodger blanched steel maroon,Brand#34,Manufacturer#3,ECONOMY PLATED TIN,23,23992.22,0.06
92,Customer#000000092,"obP PULk2LH LqNF,K9hcbNqnLAkJVsl5xqSrY,",MACHINERY,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,140,aquamarine lavender maroon slate hot,Brand#53,Manufacturer#5,STANDARD PLATED STEEL,40,41605.6,0.06
122,Customer#000000122,yp5slqoNd26lAENZW3a67wSfXA6hTF,HOUSEHOLD,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,174,hot cornflower slate saddle pale,Brand#15,Manufacturer#1,ECONOMY BRUSHED COPPER,39,41892.63,0.05
142,Customer#000000142,"AnJ5lxtLjioClr2khl9pb8NLxG2,",AUTOMOBILE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,84,salmon floral cream rose dark,Brand#45,Manufacturer#4,SMALL ANODIZED NICKEL,27,26570.16,0
50,Customer#000000050,9SzDYlkzxByyJ1QeTI o,MACHINERY,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,62,tan cornsilk spring grey chocolate,Brand#35,Manufacturer#3,STANDARD BRUSHED BRASS,1,962.06,0.05
106,Customer#000000106,xGCOEAUjUNG,MACHINERY,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,51,lime frosted indian dodger linen,Brand#45,Manufacturer#4,ECONOMY BURNISHED NICKEL,3,2853.15,0.04
134,Customer#000000134,sUiZ78QCkTQPICKpA9OBzkUp2FM,BUILDING,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,145,navajo lavender chocolate deep hot,Brand#53,Manufacturer#5,PROMO BRUSHED COPPER,11,11496.54,0.04
130,Customer#000000130,RKPx2OfZy0Vn 8wGWZ7F2EAvmMORl1k8iH,HOUSEHOLD,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,116,goldenrod black slate forest red,Brand#53,Manufacturer#5,PROMO POLISHED NICKEL,21,21338.31,0.01
82,Customer#000000082,"zhG3EZbap4c992Gj3bK,3Ne,Xn",AUTOMOBILE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,183,ivory white burnished papaya cornflower,Brand#52,Manufacturer#5,PROMO POLISHED STEEL,35,37911.3,0.01
31,Customer#000000031,LUACbO0viaAv6eXOAebryDB xjVst,HOUSEHOLD,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,119,olive metallic slate peach green,Brand#43,Manufacturer#4,LARGE POLISHED STEEL,31,31592.41,0.08
7,Customer#000000007,TcGe5gaZNgVePxU5kRrvXBfkasDTea,AUTOMOBILE,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,134,steel beige mint maroon indian,Brand#42,Manufacturer#4,SMALL POLISHED STEEL,32,16546.08,0.015
